selected_text,sentiment
New toys.,3
love to talk,5
had a blast,5
damnit i didn`t  but neither did you so win!,3
its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,3
wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!,3
"Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?",3
flordia- and - where do u send in the pictures of the shrits? saw ur update on facebook,3
sorry,1
Harley passed away in December 2008,1
I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO,3
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,3
great ho,5
MMM - BTW I was just talking to you & you were gone.  2.95%,3
Sorry,1
Sounds good.,5
It`s not much better than instant.,3
sick,1
fun!,5
I know.     #h,3
Still working in the database and trying to decide what I want to eat.,3
Making pork stir-fry and brown rice for dinner.,3
not in the mood,1
ion,1
"any ideas, tempat apa yang paling cocok? jupiter seru juga",3
"Yes otherdad   Wait, do I go back to sleep or cause mischief?",3
Ouch...waited to long,1
Is working allll weeekend,3
_com Ohhh got it. It`s the 8830 I think  I miss the Pistons  I really hope Joe D cooks up something big!,3
es cant wait to win1,5
I may cry.,1
I hadn`t realised how Long it had been since I was last `tweeting`... Now I`m on here I don`t know what to say  x,3
Whatever you do they will love it,1
s good,5
thanks!,5
One lactose pill is not enough for coffee....oopse,3
your not following us,1
48 days till brighton,3
"So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it 'invalid user name or password' ?",3
WOOHOO!!!  My broom isnt up to standards....there is no seatbelt on mine....*whispers*  I like the Swiffer...,3
I have to admit at being a Colin Firth groupie at this point.,3
WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!,3
_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,3
aw her latest ' selenagomezLast day of shooting... Goodbye Canada. ',3
unfortunatelly,1
It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!,3
"and he`s not even fat!!!! Huh, ? He`s just friggin huge!  I have a freak.",3
Raining...  I missed the rain so much...  I am grateful for it ;),3
Me and the calculator made lots of little algebra babies today,3
poor bus driver.,1
Happy Mothers day to all the Mom`s on there!!,5
It`s about to rain!!,3
jerk.,1
Good,5
last day off... back to work tomorrow,3
good,5
be fab! fab! fab,5
_j9 Jess just posted some hawt pics on the board J ... u should check them out...,3
bad newss,1
now going to watch the brand new episode of `The Hills`  cant wait!!,3
anytime..  Why ya gonna be up so late?,3
_hope why?,3
Im am going to send some twits to some folk...............,3
_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st & 2nd services.,3
I am so glad it`s Friday. I just got off work and I`m so tired.,3
"the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",3
Worried,1
",       rather",1
Happy,5
good mo,5
warm and wet  spent the day carpet cleaning the yacht,3
with red who is blue,3
Talk at you all lates!,3
had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,3
"No Loic, you need to build in a scheduler that lets us post while we sleep",3
hurts!!,1
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,3
fine,5
funn,5
nat has a twitter acct!,3
I won`t feel guilty,5
These days have been looking better better betterrrrrrrr.,5
happy mother`s day!,5
monday morning . lets whip out some code today,3
hurts,1
There is a sadness in the air at school  but I got two awards!!,3
Oh goody - It`s Doctor Who! Hooray for IPTV,3
expensive.,1
I really haven`t got the hang of these hash tags have I?,3
DOUGIE POYNTER REPLYED TO ME,3
Handy at times,5
"won`t be able to manage 3 nights babe, have lil ones depending on me here!!  ****",3
So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,1
iloveyou,5
"making more muffinsss, wheat jerm AANNNDD psyillium husk",3
craving coffee,3
I am trying to figure out,5
- i can do 'Nana' or 'Nana Rocks' for you in rhinestones & do printed onesies for them 'my nana loves me',3
_ that`s why twitter rocks!,3
Yeah for sure,3
"*huggles* I don`t see all the replies right away, and my boss is hovering today. And I`m feeling pissy about life",1
hurts,1
..sometimes it is hard,1
was always told to keep sucking something like fruit gums,3
"Well, it was very inspirative day. There`s no room for design in todays schedule, so i`m heading to bed",3
im up  ..going to work!,3
Am happy,5
getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,1
Makin the best of a good day.,5
"hey tom, i`m happy that you`re enjoying brazil, but i`m sad cuz i`m not goin to see you in your show",3
Good,5
Has finally finished emulsioning the bathroom. Now for gloss work,3
happy,5
I miss,1
very annoying and slow...,1
already missing my biddy bops  home at mom`s for the night watching my little bro and getting some rest for my birthday party tomorrow :-D,3
i hate,1
Today seems like it should be a good day!,5
I miss you,1
playing board games!!!,3
****.,1
happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,5
Is feeling a bit lonely,1
a happy early mother`s day,5
t i think your awesomeily,5
love,5
thanks! Will check next time I`m in Target. It`s over an hour away,3
there`s a guy in my house so i can`t go downstairs with no pants,3
Going to get some strawberries for the champagne tonight!,3
He`s Well Cooool ;) Lovve The Ro&Co Shoooow,5
OT! OT! OT!,3
*cough cough hack hack,3
miss,1
Hott as Africa lol yeah its hot here too and its a big storm here,3
sorry,1
i follow him now,3
frown,1
t .well despite recession things are fkin costly,1
blunt,1
panic..,1
They closed all three locations.,3
glad,5
"I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",3
he awesome,5
i`m not ready for tomorrow`s competition!,3
If only my writing wasn`t so scrub.,3
poor,1
I don`t have vermouth.,1
feeling really sick,1
worth!!,5
because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,3
sorry,1
forgets,1
wish,5
it wont let me vote,1
!happy,5
good,5
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,3
Off to church now...,3
At the DMV,3
hate,1
break out.,1
I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,3
i am not happy at all,1
I miss my water,1
getting ready to shop  birmingham here i come,3
Ahhh I`m engulfed in shooooes. Who told me to buy so maany **** shoes,1
miss,1
It was so good!!,5
nice,5
Yes. Need to listen to sad SP-Songs,3
I want to go see Up,3
http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny,3
better,5
the slowest website,1
i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening,3
Rele doesnt want to leave lfpa.,3
sorry,1
Happy Mothers Day,5
s all about attitude & chutzpah,5
"Morning all. It`s Monday. Sigh. Trying to have a positive outlook on the day, but it`s being difficult already.",3
Well poop.  Looks like the office doesn`t have the keys.  I don`t have the keys.  Neighbors don`t have the keys.   Bike rides from now,3
Now I have no Sky until Monday,3
Congratulations,5
has got grass all over him,3
thought I was going to have a fun day,3
worth,5
good,5
"I`m  yaoo, not  sonnnn",3
hear it is good,5
s fun,5
In a rush....   Lunchtime anyway,3
yeah... and neither of them are in huntsville   i would so quit both of my jobs here for one job there.,3
i don`t like,1
"haha, that would be cool.",5
AMAZING!,5
agitated,1
less of a tribute and more of a parody.,1
How about some Celtic up in our lives?,3
Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!,3
Happy,5
p.   a friend told me once that they got crappy seats for a show in,1
Glad you like!,5
Thanks,5
"Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.",3
Tat PsP! Its ma fathers name. Hw did it end up in ma userid? Long story..  `vishnupsp` is ma user id for almost all sites.,3
"Just woke up and washed up, I have class @ 10 till 11 then chillin in G Building with my nigguhs. Then my bby is coming over @ 3:30!  ilh?",3
awesome,5
n awesome,5
Good luck,5
crazy.,5
didn`t know you were on twitter! Coming to the show tomorrow?? Lorraine can`t make it,3
my dog ran awayyy,1
painfully,1
I`m on mobile web and it won`t let me  it looks awesome though....and no one reads my tweets anyway.,3
unavailable,1
"I know, pero available na yata eh. Sa Singapore, though!",3
Congrats,5
_la_mania i have no mask to  whoooops,3
Don`t worry,5
sport-day with charlotte,3
Sorry,1
needs my mommy  http://plurk.com/p/x116r,3
That`s what I like to hear. I am unabashedly not cool. That`s what makes me so cool byw  #logic,3
"woman, follow me",3
Packing up my desk,3
", i thank u",5
Sweet,5
Gah... why is my Macbook Pro getting so frickin` hot,1
21 days away from being evicted,3
****. Now you have to cover the whole purse with those so it looks like a pattern.,3
i was ment 2 c u tonyt but my frend was l8 n wen we got ther they wernt letin priority tickets in!  i`ll def be aplyin agen tho!,3
QT,5
Awesome. My tonsils are so swollen I can`t even eat solid food. Still on location  the pictures rule though,3
wishing warped tour came to london canada.....,3
I shrunk my favourite cardigan.,1
worse,1
it does but that game doesn`t.,3
"Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered!  what about u",3
really wanted,5
Happy,5
Totally worth it,5
very cute and pretty,5
See you on may 16!!,3
Oh dear - Boyle is staying ...,3
can you send ringtones to iPhones?! Idk how to regular ringtones for it,3
payday I love you!,5
sleeping in my own bed tonight... at home!!,3
successful . over and over for the last 2837 hours - heavennn,5
i look forward to that.,5
Is at work,3
"In rural #thailand, 2630 is considered posh",3
"I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3",3
sick,1
Happy,5
wonderful,5
awfully,1
feels too sick,1
"More beans on toast for breakie! Gotta clean my room and study for final Cisco exam, then watch #LOST . Can`t wait!",3
messed,1
will ever stop hurting,1
Work today,3
SIGH,1
Go to school :/,3
good,5
supposed to sound mean.,1
"Correction: 'facetious' not 'sarcastic.' Apologies.  Oh, and happy Mother`s Day!",3
not bad.,5
ow you have skills,5
"i`ll be back on it later today, got plenty of gold, but willing to help you out, if you need anything at all",3
besides when u come and visit ill have more room for u!,3
nice,5
WORST!,1
My beautiful lil cousin  is going to prom today...SAD  I can`t be there..but I know shes gonna look BEAUTIFUL as always...,3
OMG! It`s the famous Amanda woman person thingy!  HUGS ALL AROUND!,5
About to go on 6 hour journey home,3
sucks,1
where you ladies off to?,3
.enjoy,5
rocking!,5
is fam.,5
I will stumble.. I will fall down... But I will not be moved,3
Doesn`t the weather know this is California?,1
saddest,1
omg!! i have so many finals to study for !!! i so freaked out that im gona fail,1
you obviously havent seen my mrs first thing in a morning,3
That`s sucky,1
cant sleep again! Been up for ages...,3
Tryin to figure all this out!! LOL,3
I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,3
Looks like the nap will have to wait. I`m still waiting on the poor guy,3
happy,5
Last time in the drama room,3
with acute mumps  bad times.,1
is there anything Brian or I can do?,3
Going to  for lunch today with . Who`s in? I still need to hit the ATM.,3
ill check that out,3
says Morning.,3
Hi : Found you through . i am indeed a pigment of your imagination,3
